"Path","Lines","Defs"
"internal\tui\render_test.go","258","func TestRenderSnapshotCopiesDisplayState(t *testing.T) { | func TestRendererSectionsExposeTranscriptApprovalAndPrompt(t *testing.T) { | func TestRendererShowsUserMessagesWithPromptStyle(t *testing.T) { | func TestRendererFooterSwitchesHelpForApproval(t *testing.T) { | func TestRenderApprovalDialogUsesTypedSemanticCopy(t *testing.T) { | func TestRenderInputWithCursorPreservesUnicodeRunes(t *testing.T) { | func TestRenderInputWithCursorWrapsToVisualWidth(t *testing.T) { | func TestRenderSnapshotTranscriptVisibleLinesShrinksForMultilinePrompt(t *testing.T) { | func TestRendererHeaderUsesReadableBranding(t *testing.T) { | func stripANSITest(s string) string {"
"internal\tui\runtime_bridge.go","482","type RuntimeBridge struct { | func NewRuntimeBridge(sessions *session.Manager, runner *runtime.Runner, agentID string) *RuntimeBridge { | func NewRuntimeBridgeWithContext(ctx context.Context, sessions *session.Manager, runner *runtime.Runner, agentID string, logger *diagnostics.Logger) *RuntimeBridge { | func (b *RuntimeBridge) Attach(send func(tea.Msg)) { | func (b *RuntimeBridge) SendUserMessage(input string) error { | func (b *RuntimeBridge) SessionSnapshots() []sessionSnapshot { | func (b *RuntimeBridge) ResumeSession(id string) (session.RecoverySnapshot, bool) { | func (b *RuntimeBridge) TaskPanelSnapshot() taskPanelSnapshot { | func (b *RuntimeBridge) PlatformStatusSnapshot() platformStatusSnapshot { | func (b *RuntimeBridge) SetSessionModel(model string) error { | func (b *RuntimeBridge) ClearSessionModel() error { | func (b *RuntimeBridge) ContextSnapshot() contextSnapshot { | func (b *RuntimeBridge) CompactionSnapshot() compactionSnapshot { | func (b *RuntimeBridge) CompactSession(customInstructions string) (compactionActionResult, error) { | func (b *RuntimeBridge) MicrocompactSession() (compactionActionResult, error) { | func (b *RuntimeBridge) MCPSnapshot() mcpSnapshot { | func (b *RuntimeBridge) Approve(id string) error { | func (b *RuntimeBridge) Reject(id string) error { | func (b *RuntimeBridge) dispatch(msg tea.Msg) { | func (b *RuntimeBridge) logRuntimeEvent(event runtime.RuntimeEvent) { | func (b *RuntimeBridge) log(level, component, event, message, runID string, fields map[string]any) { | func coordinatorFromHook(hook orchestration.Hook) *orchestration.Coordinator { | func formatTimestamp(value time.Time) string { | type sinkFunc func(runtime.RuntimeEvent) error | func (s sinkFunc) Emit(event runtime.RuntimeEvent) error {"
"internal\tui\runtime_bridge_test.go","474","func TestRuntimeBridgeStreamsAssistantEvents(t *testing.T) { | func TestRuntimeBridgeSurfacesPermissionRequired(t *testing.T) { | func TestRuntimeBridgeDispatchesToolProgress(t *testing.T) { | func TestRuntimeBridgeDoesNotSurfaceBridgeErrorForPermissionRequired(t *testing.T) { | func TestRuntimeBridgeApproveContinuesBlockedExecution(t *testing.T) { | func waitForRuntimeEvents(t *testing.T, ch <-chan tea.Msg, min int, timeout time.Duration) []runtime.RuntimeEvent { | func waitForEventTypes(t *testing.T, ch <-chan tea.Msg, timeout time.Duration, wants ...string) []runtime.RuntimeEvent { | func assertHasEventType(t *testing.T, events []runtime.RuntimeEvent, want string) { | func TestRuntimeBridgeRejectMarksApprovalRejected(t *testing.T) { | func TestRuntimeBridgeContextCancellationStopsSend(t *testing.T) { | func TestRuntimeBridgeTaskPanelSnapshotIncludesDelegatedRuns(t *testing.T) { | func TestRuntimeBridgePlatformStatusSnapshotIncludesSessionWorkspaceAndMCPDetails(t *testing.T) { | func TestRuntimeBridgeMCPSnapshotIncludesServerDetails(t *testing.T) { | func TestRuntimeBridgeCompactionSnapshotAndActions(t *testing.T) {"
"internal\tui\session_resume.go","211","const dialogKindSessionResume = ""session-resume"" | func (m *Model) openSessionResumeDialog() { | func sessionResumeItems(snapshots []sessionSnapshot) []dialogItem { | func sessionActivity(snapshot sessionSnapshot) time.Time { | func truncateResumeText(text string, limit int) string { | func (m *Model) acceptSessionResumeItem(item dialogItem) { | func (m *Model) restoreSessionSnapshot(snapshot session.RecoverySnapshot) { | func (m *Model) applyResumedContinuationState(snapshot session.RecoverySnapshot) { | func pendingApprovalRequest(snapshot session.RecoverySnapshot) (*approval.Request, bool) { | func transcriptEntryFromSessionMessage(message session.Message) (transcriptEntry, bool) {"
"internal\tui\session_resume_test.go","286","func TestSlashResumeOpensSearchableSessionDialog(t *testing.T) { | func TestSessionResumeSelectionRestoresTranscriptAndPromptHistory(t *testing.T) { | func TestSessionResumeSelectionRestoresPendingApprovalState(t *testing.T) { | func TestSessionResumeSelectionUsesContinuationTranscriptForCompactedSessions(t *testing.T) { | func TestRuntimeBridgeResumeSessionChangesSendTarget(t *testing.T) { | func TestRuntimeBridgeResumeSessionReturnsSemanticRecoverySnapshot(t *testing.T) { | func TestRuntimeBridgeSessionSnapshotsIncludeTitlesAndActivity(t *testing.T) {"
"internal\tui\slash_commands_test.go","851","func TestSlashClearClearsVisibleConversationWithoutSendingRuntimeMessage(t *testing.T) { | func TestSlashSessionOpensSessionDialogWithRuntimeMetadata(t *testing.T) { | func TestSlashDebugOpensDiagnosticsDialogWithLatestState(t *testing.T) { | func TestSlashCompactOpensCompactionDialogWithRecentEvents(t *testing.T) { | func TestHelpDialogListsOnlyImplementedLocalCommandDescriptions(t *testing.T) { | func TestSlashClearAliasesUseLocalClearCommand(t *testing.T) { | func TestSlashCompactAcceptsOptionalInstructionsAsLocalCommand(t *testing.T) { | func TestCompactionDialogEnterRunsManualCompactionAndAppendsTranscriptNotice(t *testing.T) { | func TestCompactionDialogCanRunMicrocompact(t *testing.T) { | func TestSlashTasksOpensTaskWorkbenchDialog(t *testing.T) { | func TestSlashKeysOpensKeybindingsDialog(t *testing.T) { | func TestTasksDialogSelectionOpensTaskDetailDialog(t *testing.T) { | func TestSlashMCPOpensFilterableServerDialog(t *testing.T) { | func TestMCPDialogSelectionOpensServerDetailDialog(t *testing.T) { | func TestSlashOpenOpensQuickOpenDialog(t *testing.T) { | func TestQuickOpenSelectionRoutesToExistingDialogs(t *testing.T) { | func TestQuickOpenIncludesMatchedWorkspaceFilesWithPreview(t *testing.T) { | func TestQuickOpenEnterOpensFocusedWorkspaceFile(t *testing.T) { | func TestQuickOpenTabAndShiftTabInsertWorkspaceFileReference(t *testing.T) { | func TestSlashSearchOpensGlobalSearchDialog(t *testing.T) { | func TestGlobalSearchShowsWorkspaceMatchesAndPreview(t *testing.T) { | func TestGlobalSearchEnterOpensFocusedMatchAtLine(t *testing.T) { | func TestGlobalSearchTabAndShiftTabInsertMatchReference(t *testing.T) {"
"internal\tui\state.go","332","type tuiState struct { | func newTUIState(cfg ...ModelConfig) tuiState { | func (s *tuiState) setSize(width, height int) { | func (s *tuiState) submitUserInput() (string, bool) { | func (s *tuiState) clearSuggestions() { | func (s *tuiState) clearVisibleConversation() { | func (s *tuiState) approvePending() (string, bool) { | func (s *tuiState) rejectPending() (string, bool) { | func (s *tuiState) applyBridgeError(err error) { | func (s *tuiState) applyRuntimeEvent(event runtime.RuntimeEvent) { | func (s *tuiState) noteTranscriptAppended() { | func (s *tuiState) appendContextOutput(snapshot contextSnapshot) { | func appendBoundedEvent(events []string, event string, limit int) []string { | func specialTranscriptEntryFromMessage(message session.Message) (transcriptEntry, bool) { | func extractTaggedContent(content, tag string) string { | func cloneMessageBlocks(blocks []model.MessageBlock) []model.MessageBlock {"
"internal\tui\state_test.go","200","func TestTUIStateInitializesFromConfig(t *testing.T) { | func TestTUIStateSubmitUserInputUpdatesLocalTurnState(t *testing.T) { | func TestTUIStateAppendContextOutputAddsTranscriptEntry(t *testing.T) { | func TestTUIStateSubmitUserInputIgnoresEmptyText(t *testing.T) { | func TestTUIStateApprovalDecisionsReturnPendingID(t *testing.T) { | func TestTUIStateBridgeErrorTracksDiagnosticsAndClearsBusy(t *testing.T) { | func TestTUIStateRuntimeReducerHandlesAssistantAndToolLifecycle(t *testing.T) {"
"internal\tui\tasks.go","163","const ( | func (m *Model) openTasksDialog() { | func taskPanelSubtitle(snapshot taskPanelSnapshot) string { | func taskDialogItems(snapshot taskPanelSnapshot) []dialogItem { | func taskStatusRank(status string) int { | func (m *Model) acceptTaskItem(item dialogItem) { | func (m *Model) openTaskDetailDialog(task taskSnapshot) { | func (snapshot taskPanelSnapshot) task(runID string) (taskSnapshot, bool) {"
"internal\tui\theme.go","185","var ( | var ( | var ( | var ( | var ( | var ( | var ( | var ( | var ( | var ("
"internal\tui\tool_expand.go","69","const collapsedToolOutputLines = 5 | func newToolExpansionState() toolExpansionState { | func (s *toolExpansionState) clear() { | func (s toolExpansionState) isExpanded(key string) bool { | func (s *toolExpansionState) toggle(key string) bool { | func (m *Model) toggleSelectedToolExpansion() bool { | func (m Model) selectedToolExpanded() bool { | func (m Model) toolExpansionKey(index int, entry transcriptEntry) string { | func isExpandableToolEntry(entry transcriptEntry) bool {"
"internal\tui\tool_expand_test.go","128","func TestToolExpandCollapsesLongToolResultByDefault(t *testing.T) { | func TestToolExpandEnterTogglesSelectedToolResult(t *testing.T) { | func TestToolExpandShowsFullRunningProgressOutput(t *testing.T) { | func TestToolExpandDoesNotReplaceUserEditAction(t *testing.T) { | func toolExpandModelWithResult(toolUseID, output string) Model { | func longToolOutput(lines int) string { | func updateToolExpandKey(tuiModel Model, msg tea.KeyMsg) Model {"
"internal\tui\tool_progress.go","227","func (s *tuiState) applyToolCalled(event runtime.RuntimeEvent) { | func (s *tuiState) applyToolProgress(progress *tools.ToolProgress) { | func (s *tuiState) applyToolResult(event runtime.RuntimeEvent) { | func (s *tuiState) findToolEntryIndex(toolUseID, toolName, toolInput string, runningOnly bool) int { | func isRunningToolStatus(status string) bool { | func toolEventID(event runtime.RuntimeEvent) string { | func toolResultFromEvent(event runtime.RuntimeEvent) (string, string, bool) { | func toolResultFromMessage(message *session.Message, preferredToolUseID string) (string, string, bool) { | func trimToolResultPrefix(content, toolName string) string { | func progressOutput(progress *tools.ToolProgress) string { | func cloneAnyMap(input map[string]any) map[string]any { | func cloneToolProgress(input tools.ToolProgress) *tools.ToolProgress {"
"internal\tui\tool_progress_test.go","155","func TestTUIStateTracksToolProgressLifecycleByToolUseID(t *testing.T) { | func TestTUIStateMarksToolResultErrors(t *testing.T) { | func TestRendererShowsToolProgressStates(t *testing.T) {"
"internal\tui\transcript.go","12","func (m *Model) applyRuntimeEvent(event runtime.RuntimeEvent) { | func (m *Model) updateRuntimeEvent(event runtime.RuntimeEvent) {"
"internal\tui\transcript_search.go","130","func (m *Model) startTranscriptSearch() { | func (m *Model) closeTranscriptSearch() { | func (m *Model) handleTranscriptSearchKey(msg tea.KeyMsg) bool { | func (m *Model) appendTranscriptSearchQuery(text string) { | func (m *Model) backspaceTranscriptSearchQuery() { | func (m *Model) moveTranscriptSearchSelection(delta int) { | func (m *Model) refreshTranscriptSearch() { | func (m *Model) scrollToTranscriptSearchMatch() { | func (m Model) transcriptSearchLines() []string {"
"internal\tui\transcript_search_test.go","139","func TestTranscriptSearchCtrlFActivatesSearchMode(t *testing.T) { | func TestTranscriptSearchQueryScrollsToMatchingLine(t *testing.T) { | func TestTranscriptSearchEnterAndCtrlPNavigateMatches(t *testing.T) { | func TestTranscriptSearchNoMatchesAndBackspace(t *testing.T) { | func TestTranscriptSearchEscAndCtrlCExitWithoutQuitting(t *testing.T) { | func transcriptSearchModelWithMessages(count int, overrides map[int]string) Model { | func typeSearchRunes(model Model, text string) Model { | func updateSearchKeys(model Model, msg tea.KeyMsg) Model {"
"internal\tui\types.go","391","type Bridge interface { | type sessionResumeBridge interface { | type taskBridge interface { | type platformStatusBridge interface { | type mcpStatusBridge interface { | type sessionSnapshot struct { | type platformStatusSnapshot struct { | type platformModelOption struct { | type contextSnapshot struct { | type compactionSnapshot struct { | type compactionActionResult struct { | type mcpSnapshot struct { | type mcpServerSnapshot struct { | type taskPanelSnapshot struct { | type taskSnapshot struct { | type RuntimeEventMsg struct { | type BridgeErrMsg struct { | type transcriptEntry struct { | const ( | const ( | type ModelConfig struct { | type diagnosticsState struct { | type activityState struct { | type externalEditorRequest struct { | type promptEditorFunc func(externalEditorRequest) tea.Cmd | type externalEditorFinishedMsg struct { | type externalEditorState struct { | type fileOpenFunc func(path string) error | type fileLocationOpenFunc func(path string, line int) error | type workspaceSearchFunc func(workspaceSearchRequest) (workspaceSearchResult, error) | type viewportState struct { | type quickOpenState struct { | type globalSearchState struct { | type quickOpenFile struct { | type workspaceSearchRequest struct { | type workspaceSearchResult struct { | type workspaceSearchMatch struct { | type globalSearchResultsMsg struct { | type messageActionsState struct { | type toolExpansionState struct { | type transcriptSearchState struct { | type inputState struct { | type promptStashState struct { | type dialogItem struct { | type dialogSpec struct { | type dialogState struct { | type listPickerSpec struct { | type listPickerState struct { | func newInputState() inputState { | type renderer struct{} | func newRenderer() renderer {"
